Recall ID,Date,Month,Year,Product Category,Company,Product Name,Root Cause,Recall Class,Class Description,Severity Score (1-3),Root Cause Risk Weight (1-10),Composite Risk Score,Province,Recall Description
RC-0729,2024-11-30,2024-11,2024,Infant Formula and Baby Food,Gerber Canada,Gerber Canada Pureed Vegetables,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Quebec,Recall of Pureed Vegetables due to a process deviation during manufacturing that may affect product safety.
RC-0511,2024-12-01,2024-12,2024,Pharmaceuticals,Apotex Inc.,Apotex Inc. Ibuprofen Tablets,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Ontario,Apotex Inc. is recalling Ibuprofen Tablets because a deviation from standard manufacturing practice occurred during production.
RC-0691,2024-12-01,2024-12,2024,Infant Formula and Baby Food,Gerber Canada,Gerber Canada Fruit Puree,Undeclared allergen,Class II,Temporary adverse health consequences unlikely to be serious,2,9,1.8,Quebec,Recall of Fruit Puree by Gerber Canada because the product may contain undeclared tree nuts which is not declared on the label.
RC-0021,2024-12-02,2024-12,2024,Dairy and Eggs,Organic Meadow,Organic Meadow Whole Milk,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,New Brunswick,Organic Meadow is recalling Whole Milk due to possible Listeria monocytogenes contamination.
RC-0607,2024-12-03,2024-12,2024,Seafood,Ocean Choice International,Ocean Choice International Crab Cakes,Labelling error,Class III,Unlikely to cause adverse health consequences,1,4,0.4,Ontario,Recall of Crab Cakes by Ocean Choice International because the product label contains incorrect information regarding serving size.
RC-0209,2024-12-04,2024-12,2024,Pharmaceuticals,Pendopharm,Pendopharm Nasal Spray,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,Quebec,Pendopharm is recalling certain lots of Nasal Spray due to possible Clostridium perfringens contamination detected during routine testing.
RC-0469,2024-12-04,2024-12,2024,Fruits and Vegetables,Pacific Coast Fruit,Pacific Coast Fruit Bagged Salad,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Manitoba,Recall of Bagged Salad because of potential contamination with Clostridium perfringens. Consumers should not consume this product.
RC-0520,2024-12-05,2024-12,2024,Seafood,Pacific Seafood,Pacific Seafood Fish and Chips,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,Quebec,Pacific Seafood is recalling Fish and Chips due to the presence of lead contamination.
RC-0716,2024-12-06,2024-12,2024,Infant Formula and Baby Food,Abbott Nutrition Canada,Abbott Nutrition Canada Teething Biscuits,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,Prince Edward Island,Recall of Teething Biscuits because of potential contamination with Staphylococcus aureus. Consumers should not consume this product.
RC-0481,2024-12-07,2024-12,2024,Beverages,Clearly Canadian,Clearly Canadian Sparkling Water,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Quebec,Clearly Canadian is conducting a voluntary recall of Sparkling Water due to the possible presence of undeclared tree nuts.
RC-0745,2024-12-07,2024-12,2024,Prepared and Packaged Foods,Bonduelle Americas,Bonduelle Americas Chicken Soup,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Nova Scotia,Bonduelle Americas is recalling Chicken Soup because the product was labelled with incorrect nutritional information information.
RC-0204,2024-12-08,2024-12,2024,Dairy and Eggs,Gay Lea Foods,Gay Lea Foods Cream Cheese,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Ontario,Gay Lea Foods is recalling Cream Cheese because the product was labelled with incorrect storage instructions information.
RC-0430,2024-12-08,2024-12,2024,Fruits and Vegetables,Naturipe,Naturipe Spinach,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,British Columbia,Naturipe is recalling Spinach because the product was not processed in accordance with approved manufacturing procedures.
RC-0019,2024-12-09,2024-12,2024,Cosmetics and Personal Care,Procter and Gamble Canada,Procter and Gamble Canada Face Cream,Process deviation,Class I,Serious health risk or death,3,6,1.8,Ontario,Procter and Gamble Canada is recalling Face Cream because the product was not processed in accordance with approved manufacturing procedures.
RC-0640,2024-12-11,2024-12,2024,Cosmetics and Personal Care,Reckitt Canada,Reckitt Canada Face Cream,Labelling error,Class III,Unlikely to cause adverse health consequences,1,4,0.4,Ontario,Reckitt Canada is recalling Face Cream due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0751,2024-12-11,2024-12,2024,Beverages,Clearly Canadian,Clearly Canadian Energy Drink,Chemical contamination,Class III,Unlikely to cause adverse health consequences,1,8,0.8,Quebec,Clearly Canadian is recalling Energy Drink due to the presence of mineral oil contamination.
RC-0605,2024-12-12,2024-12,2024,Prepared and Packaged Foods,Conagra Brands Canada,Conagra Brands Canada Mac and Cheese,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Nova Scotia,Conagra Brands Canada is recalling Mac and Cheese because a deviation from standard manufacturing practice occurred during production.
RC-0275,2024-12-13,2024-12,2024,Dairy and Eggs,Saputo Inc.,Saputo Inc. Egg Product,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Saputo Inc. is recalling Egg Product due to possible Clostridium perfringens contamination.
RC-0438,2024-12-13,2024-12,2024,Dietary Supplements,Atrium Innovations,Atrium Innovations Fish Oil,Labelling error,Class III,Unlikely to cause adverse health consequences,1,4,0.4,Ontario,Atrium Innovations is recalling Fish Oil due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0498,2024-12-13,2024-12,2024,Beverages,Sleeman Breweries,Sleeman Breweries Energy Drink,Chemical contamination,Class III,Unlikely to cause adverse health consequences,1,8,0.8,Quebec,Sleeman Breweries is recalling Energy Drink due to elevated levels of mineral oil.
RC-0542,2024-12-13,2024-12,2024,Prepared and Packaged Foods,Bonduelle Americas,Bonduelle Americas Frozen Lasagna,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,Alberta,Bonduelle Americas is recalling Frozen Lasagna due to a packaging defect that may compromise product integrity.
RC-0541,2024-12-15,2024-12,2024,Pharmaceuticals,Teva Canada,Teva Canada Ibuprofen Tablets,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Alberta,Teva Canada is recalling Ibuprofen Tablets due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0151,2024-12-16,2024-12,2024,Meat and Poultry,Better Beef,Better Beef Sliced Ham,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Nova Scotia,Better Beef is recalling certain lots of Sliced Ham due to possible Listeria monocytogenes contamination detected during routine testing.
RC-0261,2024-12-21,2024-12,2024,Beverages,Lassonde Industries,Lassonde Industries Apple Juice,Chemical contamination,Class III,Unlikely to cause adverse health consequences,1,8,0.8,Quebec,Recall of Apple Juice by Lassonde Industries because the product may contain pesticide residues at levels that exceed Health Canada guidelines.
RC-0777,2024-12-21,2024-12,2024,Dietary Supplements,Organika,Organika Magnesium,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,Ontario,"Organika is recalling Magnesium because the packaging may be compromised, potentially affecting product safety."
RC-0547,2024-12-22,2024-12,2024,Cosmetics and Personal Care,Unilever Canada,Unilever Canada Body Lotion,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Manitoba,Unilever Canada is recalling certain lots of Body Lotion due to possible Clostridium perfringens contamination detected during routine testing.
RC-0637,2024-12-23,2024-12,2024,Dietary Supplements,CanPrev Natural Health,CanPrev Natural Health Fish Oil,Foreign material,Class I,Serious health risk or death,3,7,2.1,Quebec,CanPrev Natural Health is recalling Fish Oil after foreign material (plastic pieces) was found during production.
RC-0051,2024-12-24,2024-12,2024,Bakery and Snacks,Leclerc Group,Leclerc Group Potato Chips,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Quebec,Recall of Potato Chips by Leclerc Group because the product label contains incorrect information regarding nutritional information.
RC-0680,2024-12-26,2024-12,2024,Fruits and Vegetables,Lakeside Produce,Lakeside Produce Spinach,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Quebec,Recall of Spinach due to a process deviation during manufacturing that may affect product safety.
RC-0241,2024-12-27,2024-12,2024,Prepared and Packaged Foods,Bonduelle Americas,Bonduelle Americas Ready Meal,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Ontario,Recall of Ready Meal because of potential contamination with Clostridium perfringens. Consumers should not consume this product.
RC-0309,2024-12-28,2024-12,2024,Prepared and Packaged Foods,McCain Foods,McCain Foods Mac and Cheese,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Alberta,McCain Foods is conducting a voluntary recall of Mac and Cheese due to the possible presence of undeclared eggs.
RC-0228,2024-12-30,2024-12,2024,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Frozen Pizza,Packaging failure,Class I,Serious health risk or death,3,5,1.5,Ontario,Recall of Frozen Pizza because of a seal failure that may allow contamination of the product.
RC-0671,2025-01-01,2025-01,2025,Prepared and Packaged Foods,Bonduelle Americas,Bonduelle Americas Frozen Lasagna,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,British Columbia,Bonduelle Americas is recalling Frozen Lasagna due to possible Clostridium perfringens contamination.
RC-0067,2025-01-02,2025-01,2025,Beverages,Cott Beverages,Cott Beverages Orange Juice,Packaging failure,Class I,Serious health risk or death,3,5,1.5,Quebec,"Cott Beverages is recalling Orange Juice because the packaging may be compromised, potentially affecting product safety."
RC-0173,2025-01-03,2025-01,2025,Beverages,Lassonde Industries,Lassonde Industries Smoothie,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Ontario,Lassonde Industries is recalling certain lots of Smoothie due to possible Listeria monocytogenes contamination detected during routine testing.
RC-0631,2025-01-03,2025-01,2025,Bakery and Snacks,Dare Foods,Dare Foods Whole Wheat Bread,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,British Columbia,Dare Foods is recalling Whole Wheat Bread because a deviation from standard manufacturing practice occurred during production.
RC-0462,2025-01-04,2025-01,2025,Dietary Supplements,Jamieson Wellness,Jamieson Wellness Magnesium,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Ontario,Jamieson Wellness is recalling Magnesium due to the presence of pesticide residues contamination.
RC-0846,2025-01-04,2025-01,2025,Infant Formula and Baby Food,Mead Johnson Canada,Mead Johnson Canada Baby Cereal,Foreign material,Class I,Serious health risk or death,3,7,2.1,Ontario,Mead Johnson Canada is recalling Baby Cereal after foreign material (wood splinters) was found during production.
RC-0703,2025-01-05,2025-01,2025,Fruits and Vegetables,Naturipe,Naturipe Cherry Tomatoes,Undeclared allergen,Class II,Temporary adverse health consequences unlikely to be serious,2,9,1.8,British Columbia,Naturipe is conducting a voluntary recall of Cherry Tomatoes due to the possible presence of undeclared wheat.
RC-0172,2025-01-06,2025-01,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Frozen Lasagna,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,British Columbia,Cavendish Farms is recalling Frozen Lasagna because the product was labelled with incorrect storage instructions information.
RC-0421,2025-01-06,2025-01,2025,Prepared and Packaged Foods,General Mills Canada,General Mills Canada Chicken Soup,Foreign material,Class I,Serious health risk or death,3,7,2.1,Quebec,Recall of Chicken Soup because the product may contain pieces of metal fragments which were not intended to be in the product.
RC-0391,2025-01-07,2025-01,2025,Dietary Supplements,Jamieson Wellness,Jamieson Wellness Magnesium,Foreign material,Class I,Serious health risk or death,3,7,2.1,Ontario,Recall of Magnesium because the product may contain pieces of wood splinters which were not intended to be in the product.
RC-0413,2025-01-07,2025-01,2025,Dietary Supplements,Atrium Innovations,Atrium Innovations Protein Powder,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,Ontario,Atrium Innovations is recalling Protein Powder due to the presence of cadmium contamination.
RC-0362,2025-01-09,2025-01,2025,Fruits and Vegetables,Lakeside Produce,Lakeside Produce Bagged Salad,Labelling error,Class I,Serious health risk or death,3,4,1.2,Ontario,Recall of Bagged Salad by Lakeside Produce because the product label contains incorrect information regarding storage instructions.
RC-0596,2025-01-10,2025-01,2025,Cosmetics and Personal Care,Coty Canada,Coty Canada Sunscreen,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Ontario,Coty Canada is recalling Sunscreen due to possible Staphylococcus aureus contamination.
RC-0581,2025-01-12,2025-01,2025,Bakery and Snacks,Canada Bread,Canada Bread Crackers,Packaging failure,Class I,Serious health risk or death,3,5,1.5,Alberta,"Canada Bread is recalling Crackers because the packaging may be compromised, potentially affecting product safety."
RC-0165,2025-01-13,2025-01,2025,Cosmetics and Personal Care,Coty Canada,Coty Canada Shampoo,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Alberta,Recall of Shampoo because of potential contamination with Listeria monocytogenes. Consumers should not consume this product.
RC-0340,2025-01-13,2025-01,2025,Bakery and Snacks,Frito-Lay Canada,Frito-Lay Canada Whole Wheat Bread,Undeclared allergen,Class II,Temporary adverse health consequences unlikely to be serious,2,9,1.8,British Columbia,Frito-Lay Canada is conducting a voluntary recall of Whole Wheat Bread due to the possible presence of undeclared shellfish.
RC-0739,2025-01-13,2025-01,2025,Beverages,Andrew Peller,Andrew Peller Kombucha,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Manitoba,Recall of Kombucha by Andrew Peller because the product may contain undeclared milk which is not declared on the label.
RC-0828,2025-01-13,2025-01,2025,Meat and Poultry,Better Beef,Better Beef Sliced Ham,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,Alberta,"Better Beef is recalling Sliced Ham because the packaging may be compromised, potentially affecting product safety."
RC-0192,2025-01-14,2025-01,2025,Bakery and Snacks,Frito-Lay Canada,Frito-Lay Canada Potato Chips,Undeclared allergen,Class II,Temporary adverse health consequences unlikely to be serious,2,9,1.8,Ontario,Frito-Lay Canada is conducting a voluntary recall of Potato Chips due to the possible presence of undeclared sesame.
RC-0334,2025-01-14,2025-01,2025,Dairy and Eggs,Lactalis Canada,Lactalis Canada Cream Cheese,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Ontario,Lactalis Canada is recalling Cream Cheese because the product was labelled with incorrect nutritional information information.
RC-0089,2025-01-15,2025-01,2025,Infant Formula and Baby Food,Abbott Nutrition Canada,Abbott Nutrition Canada Fruit Puree,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Quebec,Abbott Nutrition Canada is conducting a voluntary recall of Fruit Puree due to the possible presence of undeclared fish.
RC-0343,2025-01-15,2025-01,2025,Meat and Poultry,HFS Canada,HFS Canada Chicken Breast,Undeclared allergen,Class II,Temporary adverse health consequences unlikely to be serious,2,9,1.8,Newfoundland and Labrador,HFS Canada is conducting a voluntary recall of Chicken Breast due to the possible presence of undeclared soy.
RC-0392,2025-01-16,2025-01,2025,Beverages,Andrew Peller,Andrew Peller Smoothie,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,British Columbia,Andrew Peller is recalling certain lots of Smoothie due to possible Staphylococcus aureus contamination detected during routine testing.
RC-0175,2025-01-17,2025-01,2025,Dairy and Eggs,Saputo Inc.,Saputo Inc. Sour Cream,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Ontario,Saputo Inc. is recalling Sour Cream due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0735,2025-01-17,2025-01,2025,Cosmetics and Personal Care,L'Oreal Canada,L'Oreal Canada Hair Dye,Mislabelling of ingredients,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Ontario,L'Oreal Canada is recalling Hair Dye because the product contains ingredients not listed on the label.
RC-0342,2025-01-20,2025-01,2025,Meat and Poultry,Olymel,Olymel Sliced Ham,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Northwest Territories,Olymel is recalling certain lots of Sliced Ham due to possible Listeria monocytogenes contamination detected during routine testing.
RC-0223,2025-01-21,2025-01,2025,Pharmaceuticals,Apotex Inc.,Apotex Inc. Eye Drops,Undeclared allergen,Class II,Temporary adverse health consequences unlikely to be serious,2,9,1.8,Nunavut,Apotex Inc. is conducting a voluntary recall of Eye Drops due to the possible presence of undeclared eggs.
RC-0308,2025-01-22,2025-01,2025,Bakery and Snacks,Leclerc Group,Leclerc Group Crackers,Labelling error,Class I,Serious health risk or death,3,4,1.2,New Brunswick,Leclerc Group is recalling Crackers due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0367,2025-01-24,2025-01,2025,Meat and Poultry,Maple Leaf Foods,Maple Leaf Foods Chicken Breast,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Alberta,Recall of Chicken Breast because of potential contamination with Listeria monocytogenes. Consumers should not consume this product.
RC-0676,2025-01-26,2025-01,2025,Cosmetics and Personal Care,Coty Canada,Coty Canada Shampoo,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,Ontario,Recall of Shampoo by Coty Canada because the product may contain pesticide residues at levels that exceed Health Canada guidelines.
RC-0470,2025-01-28,2025-01,2025,Bakery and Snacks,Voortman Cookies,Voortman Cookies Cookies,Process deviation,Class I,Serious health risk or death,3,6,1.8,Ontario,Recall of Cookies due to a process deviation during manufacturing that may affect product safety.
RC-0118,2025-01-29,2025-01,2025,Meat and Poultry,HFS Canada,HFS Canada Chicken Wings,Process deviation,Class I,Serious health risk or death,3,6,1.8,British Columbia,HFS Canada is recalling Chicken Wings because the product was not processed in accordance with approved manufacturing procedures.
RC-0185,2025-01-29,2025-01,2025,Meat and Poultry,HFS Canada,HFS Canada Sliced Ham,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Quebec,HFS Canada is recalling Sliced Ham because the product was not processed in accordance with approved manufacturing procedures.
RC-0296,2025-01-30,2025-01,2025,Fruits and Vegetables,Pacific Coast Fruit,Pacific Coast Fruit Cucumber,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,New Brunswick,Pacific Coast Fruit is recalling Cucumber because the product was not processed in accordance with approved manufacturing procedures.
RC-0784,2025-01-30,2025-01,2025,Cosmetics and Personal Care,Reckitt Canada,Reckitt Canada Lip Balm,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Quebec,Reckitt Canada is recalling Lip Balm because a deviation from standard manufacturing practice occurred during production.
RC-0335,2025-01-31,2025-01,2025,Infant Formula and Baby Food,Mead Johnson Canada,Mead Johnson Canada Infant Formula,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Alberta,Mead Johnson Canada is recalling Infant Formula due to the presence of mineral oil contamination.
RC-0538,2025-01-31,2025-01,2025,Bakery and Snacks,Leclerc Group,Leclerc Group Pretzels,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Recall of Pretzels because of potential contamination with E. coli O157:H7. Consumers should not consume this product.
RC-0092,2025-02-02,2025-02,2025,Pharmaceuticals,Pendopharm,Pendopharm Acetaminophen,Labelling error,Class I,Serious health risk or death,3,4,1.2,Ontario,Pendopharm is recalling Acetaminophen because the product was labelled with incorrect nutritional information information.
RC-0007,2025-02-04,2025-02,2025,Bakery and Snacks,Dare Foods,Dare Foods Pretzels,Undeclared allergen,Class III,Unlikely to cause adverse health consequences,1,9,0.9,Alberta,Recall of Pretzels by Dare Foods because the product may contain undeclared sesame which is not declared on the label.
RC-0065,2025-02-05,2025-02,2025,Meat and Poultry,Maple Leaf Foods,Maple Leaf Foods Turkey Cold Cuts,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Maple Leaf Foods is recalling certain lots of Turkey Cold Cuts due to possible Staphylococcus aureus contamination detected during routine testing.
RC-0239,2025-02-05,2025-02,2025,Infant Formula and Baby Food,Nestle Canada,Nestle Canada Teething Biscuits,Undeclared allergen,Class III,Unlikely to cause adverse health consequences,1,9,0.9,Quebec,Nestle Canada is recalling Teething Biscuits due to undeclared peanuts. People with an allergy to peanuts should not consume this product.
RC-0108,2025-02-08,2025-02,2025,Cosmetics and Personal Care,Procter and Gamble Canada,Procter and Gamble Canada Sunscreen,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Alberta,Procter and Gamble Canada is recalling Sunscreen because the product was not processed in accordance with approved manufacturing procedures.
RC-0472,2025-02-09,2025-02,2025,Prepared and Packaged Foods,General Mills Canada,General Mills Canada Ready Meal,Undeclared allergen,Class III,Unlikely to cause adverse health consequences,1,9,0.9,Quebec,Recall of Ready Meal by General Mills Canada because the product may contain undeclared soy which is not declared on the label.
RC-0463,2025-02-11,2025-02,2025,Fruits and Vegetables,Sun Belle Inc.,Sun Belle Inc. Strawberries,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,Quebec,Sun Belle Inc. is recalling Strawberries due to elevated levels of cadmium.
RC-0722,2025-02-12,2025-02,2025,Infant Formula and Baby Food,Nestle Canada,Nestle Canada Infant Formula,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,British Columbia,Nestle Canada is recalling Infant Formula due to undeclared tree nuts. People with an allergy to tree nuts should not consume this product.
RC-0345,2025-02-13,2025-02,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Chicken Soup,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Prince Edward Island,Cavendish Farms is recalling certain lots of Chicken Soup due to possible Listeria monocytogenes contamination detected during routine testing.
RC-0546,2025-02-13,2025-02,2025,Prepared and Packaged Foods,McCain Foods,McCain Foods Chicken Soup,Foreign material,Class I,Serious health risk or death,3,7,2.1,Saskatchewan,McCain Foods is recalling Chicken Soup after foreign material (rubber pieces) was found during production.
RC-0257,2025-02-14,2025-02,2025,Bakery and Snacks,Canada Bread,Canada Bread Whole Wheat Bread,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,Ontario,Canada Bread is recalling Whole Wheat Bread due to the possible presence of metal fragments.
RC-0188,2025-02-15,2025-02,2025,Dietary Supplements,Naturo Sciences,Naturo Sciences Fish Oil,Undeclared allergen,Class II,Temporary adverse health consequences unlikely to be serious,2,9,1.8,Alberta,Naturo Sciences is recalling Fish Oil due to undeclared soy. People with an allergy to soy should not consume this product.
RC-0262,2025-02-15,2025-02,2025,Pharmaceuticals,Teva Canada,Teva Canada Ibuprofen Tablets,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Ontario,Teva Canada is recalling Ibuprofen Tablets due to elevated levels of lead.
RC-0681,2025-02-15,2025-02,2025,Seafood,Ocean Choice International,Ocean Choice International Shrimp,Labelling error,Class III,Unlikely to cause adverse health consequences,1,4,0.4,Ontario,Recall of Shrimp by Ocean Choice International because the product label contains incorrect information regarding net weight.
RC-0008,2025-02-16,2025-02,2025,Meat and Poultry,Better Beef,Better Beef Sliced Ham,Foreign material,Class I,Serious health risk or death,3,7,2.1,Nova Scotia,Better Beef is recalling Sliced Ham due to the possible presence of metal fragments.
RC-0087,2025-02-16,2025-02,2025,Fruits and Vegetables,Pacific Coast Fruit,Pacific Coast Fruit Romaine Lettuce,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Saskatchewan,Pacific Coast Fruit is recalling Romaine Lettuce due to the presence of mineral oil contamination.
RC-0636,2025-02-18,2025-02,2025,Fruits and Vegetables,Lakeside Produce,Lakeside Produce Bagged Salad,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Quebec,Recall of Bagged Salad by Lakeside Produce because the product label contains incorrect information regarding serving size.
RC-0304,2025-02-19,2025-02,2025,Dietary Supplements,Naturo Sciences,Naturo Sciences Magnesium,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Naturo Sciences is recalling certain lots of Magnesium due to possible Staphylococcus aureus contamination detected during routine testing.
RC-0501,2025-02-21,2025-02,2025,Meat and Poultry,Maple Leaf Foods,Maple Leaf Foods Chicken Wings,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Quebec,Maple Leaf Foods is recalling certain lots of Chicken Wings due to possible Staphylococcus aureus contamination detected during routine testing.
RC-0459,2025-02-23,2025-02,2025,Medical Devices,Cardinal Health Canada,Cardinal Health Canada Infusion Pump,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Manitoba,Recall of Infusion Pump due to a process deviation during manufacturing that may affect product safety.
RC-0437,2025-02-24,2025-02,2025,Prepared and Packaged Foods,McCain Foods,McCain Foods Mac and Cheese,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,Ontario,McCain Foods is recalling Mac and Cheese due to the possible presence of wood splinters.
RC-0737,2025-02-26,2025-02,2025,Cosmetics and Personal Care,Procter and Gamble Canada,Procter and Gamble Canada Mascara,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,British Columbia,"Procter and Gamble Canada is recalling Mascara because the packaging may be compromised, potentially affecting product safety."
RC-0561,2025-03-01,2025-03,2025,Fruits and Vegetables,Pacific Coast Fruit,Pacific Coast Fruit Bean Sprouts,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Quebec,Pacific Coast Fruit is conducting a voluntary recall of Bean Sprouts due to the possible presence of undeclared tree nuts.
RC-0791,2025-03-01,2025-03,2025,Infant Formula and Baby Food,Gerber Canada,Gerber Canada Baby Cereal,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Recall of Baby Cereal because of potential contamination with Salmonella. Consumers should not consume this product.
RC-0811,2025-03-01,2025-03,2025,Bakery and Snacks,Leclerc Group,Leclerc Group Muffins,Packaging failure,Class III,Unlikely to cause adverse health consequences,1,5,0.5,Ontario,Recall of Muffins because of a seal failure that may allow contamination of the product.
RC-0062,2025-03-04,2025-03,2025,Infant Formula and Baby Food,Nestle Canada,Nestle Canada Fruit Puree,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Alberta,Nestle Canada is recalling Fruit Puree due to possible Listeria monocytogenes contamination.
RC-0313,2025-03-05,2025-03,2025,Fruits and Vegetables,Mucci Farms,Mucci Farms Romaine Lettuce,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Alberta,Mucci Farms is recalling Romaine Lettuce due to the presence of benzene contamination.
RC-0450,2025-03-05,2025-03,2025,Bakery and Snacks,Frito-Lay Canada,Frito-Lay Canada Cookies,Undeclared allergen,Class II,Temporary adverse health consequences unlikely to be serious,2,9,1.8,Alberta,Frito-Lay Canada is conducting a voluntary recall of Cookies due to the possible presence of undeclared milk.
RC-0616,2025-03-05,2025-03,2025,Fruits and Vegetables,Lakeside Produce,Lakeside Produce Spinach,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,Alberta,Lakeside Produce is recalling Spinach after foreign material (rubber pieces) was found during production.
RC-0387,2025-03-06,2025-03,2025,Prepared and Packaged Foods,McCain Foods,McCain Foods Frozen Lasagna,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,Quebec,McCain Foods is recalling Frozen Lasagna due to a packaging defect that may compromise product integrity.
RC-0433,2025-03-06,2025-03,2025,Dairy and Eggs,Lactalis Canada,Lactalis Canada Egg Product,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,British Columbia,Lactalis Canada is recalling Egg Product due to possible Salmonella contamination.
RC-0452,2025-03-06,2025-03,2025,Fruits and Vegetables,Mucci Farms,Mucci Farms Romaine Lettuce,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,Ontario,Recall of Romaine Lettuce because the product may contain pieces of wood splinters which were not intended to be in the product.
